Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1463164.150","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP7",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP7",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277884","GCA_011365755.1",,"JAAOBI000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,23,5089200,58.155624,2,761475,74,2,,4964,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:16:03.996Z","2020-03-27T18:16:03.996Z"
"1463164.151","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP16",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP16",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277893","GCA_011365805.1",,"JAAOBR000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,27,5087610,58.152885,4,525134,74,2,,4963,95.24,94.27,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:16:15.108Z","2020-03-27T18:16:15.108Z"
"1463164.152","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP15",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP15",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277892","GCA_011365905.1",,"JAAOBQ000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,33,5088276,58.154335,4,487157,74,2,,4965,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:15:41.225Z","2020-03-27T18:15:41.225Z"
"1463164.153","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP12",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP12",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277889","GCA_011365925.1",,"JAAOBN000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,29,5087568,58.152893,4,525134,74,2,,4958,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:16:07.458Z","2020-03-27T18:16:07.458Z"
"1463164.154","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP20",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP20",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277897","GCA_011365835.1",,"JAAOBV000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,22,5089416,58.156143,2,761475,74,2,,4964,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:19:07.264Z","2020-03-27T18:19:07.264Z"
"1463164.155","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP18",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP18",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277895","GCA_011365785.1",,"JAAOBT000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,32,5087738,58.153603,4,487060,72,1,,4968,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Noninfection","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:19:04.447Z","2020-03-27T18:19:04.447Z"
"1463164.156","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP17",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP17",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277894","GCA_011366125.1",,"JAAOBS000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,27,5088755,58.154892,3,761475,74,2,,4963,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:17:45.687Z","2020-03-27T18:17:45.687Z"
"1463164.157","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP3",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP3",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277880","GCA_011365945.1",,"JAAOBE000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,38,5086678,58.15245,5,367762,72,2,,4960,95.24,94.15,,99.78,"Genome too short","stool from neonate",,"2017-02",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Digestive, Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:20:51.248Z","2020-03-27T18:20:51.248Z"
"1463164.158","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP11",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP11",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277888","GCA_011365965.1",,"JAAOBM000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,23,5089255,58.15582,2,761475,74,2,,4966,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:24:16.113Z","2020-03-27T18:24:16.113Z"
"1463164.159","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP19",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP19",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277896","GCA_011366095.1",,"JAAOBU000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,25,5089255,58.15582,3,761475,74,2,,4965,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Asymptomatic","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:20:59.339Z","2020-03-27T18:20:59.339Z"
"1463164.160","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP6",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP6",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277883","GCA_011366085.1",,"JAAOBH000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,33,5087408,58.152225,5,367762,72,1,,4961,95.24,94.27,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:21:02.510Z","2020-03-27T18:21:02.510Z"
"1463164.161","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP13",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP13",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277890","GCA_011366055.1",,"JAAOBO000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,23,5089113,58.155754,2,761475,74,2,,4966,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Asymptomatic","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:20:07.526Z","2020-03-27T18:20:07.526Z"
"1463164.162","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP10",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP10",,,,"MLST.klebsiella.477",,,,,,,,,,,,"genotype:ST477",,,,"Good","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277887","GCA_011366025.1",,"JAAOBL000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,64,5123485,57.843403,4,375636,75,2,,5160,91.38,89.99,,90.76,,"stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Digestive","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:20:53.969Z","2020-03-27T18:20:53.969Z"
"1463164.163","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP4",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP4",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277881","GCA_011366145.1",,"JAAOBF000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,24,5089639,58.15654,3,761475,74,2,,4968,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:17:22.981Z","2020-03-27T18:17:22.981Z"
"1463164.164","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP14",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP14",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277891","GCA_011365995.1",,"JAAOBP000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,22,5089416,58.1561,2,761475,74,2,,4963,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:20:48.436Z","2020-03-27T18:20:48.436Z"
"1463164.165","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP5",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP5",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277882","GCA_011366045.1",,"JAAOBG000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,33,5087448,58.152416,5,367762,72,1,,4965,95.24,94.27,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:20:10.277Z","2020-03-27T18:20:10.277Z"
"1463164.166","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP2",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP2",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277879","GCA_011365985.1",,"JAAOBD000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,22,5089416,58.156143,2,761475,74,2,,4970,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-02",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Digestive, Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:20:56.666Z","2020-03-27T18:20:56.666Z"
"1463164.167","Klebsiella quasipneumoniae subsp. similipneumoniae strain KP8",,1463164,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;1463165;1463164","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae;Klebsiella quasipneumoniae subsp. similipneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","WGS","KP8",,,,,,,,,,,,,,,,"genotype:ST2727",,,,"Poor","2020-03-16T00:00:00Z",,,"PRJNA610124","SAMN14277885","GCA_011366185.1",,"JAAOBJ000000000","Monash University","WGS","Illumina","99x","SPAdes v. 3.13.1",,,22,5089543,58.156086,2,761475,74,2,,4967,95.24,94.21,,99.78,"Genome too short","stool from neonate",,"2017-03",2017,,"China",,,,"Asia","China:Wenzhou",,"Human, Homo sapiens","Human",,,"Respiratory","Human",,,,"collected_by:the First Affiliated Hospital of Wenzhou Medical University (China)","During March of 2017, 21 co-housed neonates were sampled, in Wenzhou, China. Multilocus sequence typing and genomic sequencing identified that the Klebsiella isolates from all 21 neonates was a new MLST ST2727, and belonged to a less frequently detected subspecies K. quasipneumoniae subsp. similipneumoniae (KpIIB).","2020-03-27T18:18:08.548Z","2020-03-27T18:18:08.548Z"
